word,articles,translation,context,level
Note,die,,,121
Last,die,,,121
Lebensjahr,das,,,121
Mischung,die,,,121
Sachverhalt,der,,,121
Medium,das,,,121
Nachfolger,der,,,121
Konjunktur,die,,,121
Rohstoff,der,,,121
Sicherung,die,,,122
Verarbeitung,die,,,122
Turnier,das,,,122
Schuss,der,,,122
Verteilung,die,,,122
Übernahme,die,,,122
Veröffentlichung,die,,,122
Witz,der,,,122
Sieger,der,,,122
Taxi,das,,,122
Wiedervereinigung,die,,,122
Abschied,der,,,122
Strahlung,die,,,122
Statistik,die,,,122
Bewerber,der,,,123
Benutzung,die,,,123
Ertrag,der,,,123
Flur,der,,,123
Herstellung,die,,,123
Held,der,,,123
Defizit,das,,,123
Format,das,,,123
Beurteilung,die,,,123
Einschränkung,die,,,123
Christ,der,,,123
Küste,die,,,124
Kleidung,die,,,124
Kneipe,die,,,124
Kette,die,,,124
Messung,die,,,124
Kammer,die,,,124
Messer,das,,,124
Kaiser,der,,,124
Motto,das,,,124
Kritiker,der,,,124
Japanisch,das,,,124
Moslem,der,,,124
Nutzer,der,,,124
Top,das,,,125
Saal,der,,,125
Quadratmeter,der,,,125
Schwäche,die,,,125
Passagier,der,,,125
Premiere,die,,,125
Verbreitung,die,,,125
Probe,die,,,125
Tuch,das,,,125
Überraschung,die,,,125
Tennis,das,,,125
Sektor,der,,,125
Symptom,das,,,125
Sprung,der,,,125
Übersetzung,die,,,125
Zelt,das,,,126
Wiese,die,,,126
Wärme,die,,,126
Auflösung,die,,,126
Anhänger,der,,,126
Werbung,die,,,126
Vorlage,die,,,126
Aufklärung,die,,,126
Anzeige,die,,,126
Virus,das,,,126
Vorhaben,das,,,126
Einigung,die,,,127
Einsicht,die,,,127
Bündnis,das,,,127
Dialekt,der,,,127
Bube,der,,,127
Gleichung,die,,,127
Geste,die,,,127
Durchführung,die,,,127
Bestellung,die,,,127
Gedächtnis,das,,,127
Burg,die,,,127
Gefängnis,das,,,127
Mitteilung,die,,,128
Meldung,die,,,128
Nahrung,die,,,128
Infrastruktur,die,,,128
Schein,der,,,128
Philosophie,die,,,128
Schnitt,der,,,128
Offizier,der,,,128
Nebel,der,,,128
Mission,die,,,128
Oma,die,,,128
Katalog,der,,,128
Schnittstelle,die,,,128
Sehnsucht,die,,,128
Schulden,die,,,128
Herrschaft,die,,,128
Realisierung,die,,,128
Stadion,das,,,129
Tipp,der,,,129
Wurzel,die,,,129
Wunde,die,,,129
Skandal,der,,,129
Wiedersehen,das,,,129
Zeugnis,das,,,129
Zeuge,der,,,129
Bundesliga,die,,,130
Befehl,der,,,130
Bereitschaft,die,,,130
Bogen,der,,,130
Ehre,die,,,130
Anpassung,die,,,130
Anblick,der,,,130
Arbeitsamt,das,,,130
Droge,die,,,130
Beschwerde,die,,,130
Anliegen,das,,,130
Eigentum,das,,,130
Anstieg,der,,,130
Formulierung,die,,,131
Gelände,das,,,131
Geliebte,der/die,,,131
Einzelfall,der,,,131
Inszenierung,die,,,131
Feststellung,die,,,131
Kiste,die,,,131
Knochen,der,,,131
Geschwister,die,,,131
Kapitän,der,,,131
Gramm,das,,,131
Erreger,der,,,131
Kontext,der,,,131
Epoche,die,,,131
Show,die,,,132
Mörder,der,,,132
Mode,die,,,132
Lohn,der,,,132
Magen,der,,,132
Stiftung,die,,,132
Kunstwerk,das,,,132
Öffnung,die,,,132
Reflexion,die,,,132
Lastkraftwagen (LKW),der,,,132
Rente,die,,,132
Lebewesen,das,,,132
Rathaus,das,,,132
Partie,die,,,132
Zone,die,,,133
Wechselwirkung,die,,,133
Zins,der,,,133
Version,die,,,133
Unterscheidung,die,,,133
Abbau,der,,,133
Agentur,die,,,133
Akademie,die,,,133
Teller,der,,,133
Wähler,der,,,133
Zettel,der,,,133
Anfrage,die,,,133
Dokument,das,,,134
Aufführung,die,,,134
Buchstabe,der,,,134
Ausbau,der,,,134
Einzelheit,die,,,134
Auflage,die,,,134
Bär,der,,,134
Bedenken,das,,,134
Fusion,die,,,135
Gleichgewicht,das,,,135
Kurve,die,,,135
Labor,das,,,135
Landkreis,der,,,135
Finanzminister,der,,,135
Geruch,der,,,135
Führer,der,,,135
Erfüllung,die,,,135
Kollegin,die,,,135
Komponist,der,,,135
Investor,der,,,135
Kerl,der,,,135
Profi,der,,,136
Märchen,das,,,136
Pflege,die,,,136
Regime,das,,,136
Plattform,die,,,136
Möbel,das,,,136
Mittelalter,das,,,136
Rock,der,,,136
Posten,der,,,136
Ofen,der,,,136
Schrank,der,,,136
Nerv,das,,,136
Rücktritt,der,,,136
Moderne,die,,,136
Vorhang,der,,,137
Winkel,der,,,137
Unsicherheit,die,,,137
Status,der,,,137
Topf,der,,,137
Tanz,der,,,137
Zitat,das,,,137
Sekretärin,die,,,137
Staub,der,,,137
Sportler,der,,,137
Solidarität,die,,,137
Stabilität,die,,,137
Überblick,der,,,137
Abenteuer,das,,,138
Allianz,die,,,138
Abgrenzung,die,,,138
Begeisterung,die,,,138
Akteur,der,,,138
Ausgleich,der,,,138
Armut,die,,,138
Akt,der,,,138
Bezirk,der,,,138
Eröffnung,die,,,139
Empfehlung,die,,,139
Chinesisch,das,,,139
Durchmesser,der,,,139
Diagnose,die,,,139
Einladung,die,,,139
"Fels, der Felsen",der,,,139
Dunkel,das,,,139
Großstadt,die,,,140
Hügel,der,,,140
Hang,der,,,140
Fülle,die,,,140
Gebirge,das,,,140
Flüssigkeit,die,,,140
Gras,das,,,140
Geschäftsjahr,das,,,140
Ingenieur,der,,,140
Fräulein,das,,,140
Kongress,der,,,140
Friedhof,der,,,140
Front,die,,,140
Orientierung,die,,,141
Stolz,der,,,141
Teilnahme,die,,,141
Nachweis,der,,,141
Senat,der,,,141
Muskel,der,,,141
Rhythmus,der,,,141
Steuerung,die,,,141
Polnisch,das,,,141
Rücksicht,die,,,141
Personenkraftwagen (PKW),der,,,141
Vorsicht,die,,,142
Unterlagen,die,,,142
Vertretung,die,,,142
Wahrscheinlichkeit,die,,,142
Vereinigung,die,,,142
Universum,das,,,142
Unterhaltung,die,,,142
Wange,die,,,142
Volkshochschule,die,,,142
Anordnung,die,,,143
Abstimmung,die,,,143
Ablehnung,die,,,143
Zeichnung,die,,,143
Zwiebel,die,,,143
Zunahme,die,,,143
Aufsatz,der,,,143
Anregung,die,,,143
Werkzeug,das,,,143
Betrachter,der,,,144
Backofen,der,,,144
Befund,der,,,144
Betriebssystem,das,,,144
Beobachter,der,,,144
Bildschirm,der,,,144
Brille,die,,,144
Datenverarbeitung,die,,,144
Bemühung,die,,,144
Bakterie,die,,,144
Blüte,die,,,144
Berater,der,,,144
Ensemble,das,,,145
Enttäuschung,die,,,145
Faust,die,,,145
Eintragung,die,,,145
Festival,das,,,145
Gemüse,das,,,145
Galerie,die,,,145
Eigentümer,der,,,145
Lokal,das,,,146
Lärm,der,,,146
Liter,der,,,146
Jazz,der,,,146
Höhle,die,,,146
Hass,der,,,146
Innenstadt,die,,,146
Konsument,der,,,146
Großvater,der,,,146
Kohle,die,,,146
Genehmigung,die,,,146
Kloster,das,,,146
Grundschule,die,,,146
Maßstab,der,,,147
Münze,die,,,147
Praktikum,das,,,147
Stamm,der,,,147
Sportart,die,,,147
Schuldner,der,,,147
Rückgang,der,,,147
Netzwerk,das,,,147
Malerei,die,,,147
Sack,der,,,147
Materie,die,,,147
Überprüfung,die,,,148
Zunge,die,,,148
Versammlung,die,,,148
Streifen,der,,,148
Vermutung,die,,,148
Tasse,die,,,148
Teppich,der,,,148
Unsinn,der,,,148
Wirtschaftspolitik,die,,,148
Wäsche,die,,,148
Verbot,das,,,148
Zeug,das,,,148
Werkstatt,die,,,148
Teufel,der,,,148
Anweisung,die,,,149
Architektur,die,,,149
Antibiotikum,das,,,149
Ausgang,der,,,149
Ausflug,der,,,149
Aufstieg,der,,,149
Atom,das,,,149
Ausstattung,die,,,149
Anzug,der,,,149
Bayer,der,,,149
Zwang,der,,,149
Biologie,die,,,150
Besonderheit,die,,,150
Entdeckung,die,,,150
Dirigent,der,,,150
Butter,die,,,150
Breite,die,,,150
Betracht,der,,,150
Erfindung,die,,,150
Bearbeitung,die,,,150
Differenzierung,die,,,150
Champion,der,,,150
Ersatz,der,,,150
Fieber,das,,,151
Geheimdienst,der,,,151
Grenzwert,der,,,151
Gepäck,das,,,151
Gesetzgeber,der,,,151
Handwerk,das,,,151
Helfer,der,,,151
Feuerwehr,die,,,151
Gebühr,die,,,151
Gerücht,das,,,151
Generalsekretär,der,,,151
Gliederung,die,,,151
Grab,das,,,151
Fluggesellschaft,die,,,151
Heft,das,,,151
Kompromiss,der,,,152
Leidenschaft,die,,,152
Kuh,die,,,152
Lieferung,die,,,152
Leiche,die,,,152
Intelligenz,die,,,152
Kartoffel,die,,,152
Konstruktion,die,,,152
Kreislauf,der,,,152
Kugel,die,,,152
Klang,der,,,152
Leistungsfähigkeit,die,,,152
Liga,die,,,152
Königin,die,,,152
Jäger,der,,,152
Käse,der,,,152
Problematik,die,,,153
Nachwuchs,der,,,153
Party,die,,,153
Schwangerschaft,die,,,153
Milligramm,das,,,153
Parteitag,der,,,153
Schauspielerin,die,,,153
Planet,der,,,153
Olympia,das,,,153
Skala,die,,,153
Salon,der,,,153
Schweiß,der,,,153
Nacken,der,,,153
Rezession,die,,,153
Palästinenser,der,,,153
Priester,der,,,153
Tagebuch,das,,,154
Tafel,die,,,154
Talent,das,,,154
Spektrum,das,,,154
Unterschrift,die,,,154
Unruhe,die,,,154
Vergnügen,das,,,154
Ursprung,der,,,154
Tempo,das,,,154
Spalte,die,,,154
Verbrechen,das,,,154
Steckdose,die,,,154
Anwesenheit,die,,,155
Zusammensetzung,die,,,155
Zerstörung,die,,,155
Abschreibung,die,,,155
Villa,die,,,155
Aufregung,die,,,155
Zinssatz,der,,,155
Wohnzimmer,das,,,155
Vermieter,der,,,155
Achse,die,,,155
Zulassung,die,,,155
Verhaltensweise,die,,,155
Vormittag,der,,,155
Verordnung,die,,,155
Vernunft,die,,,155
Chefin,die,,,156
Autobahn,die,,,156
Batterie,die,,,156
Chor,der,,,156
Design,das,,,156
Ehepaar,das,,,156
Chaos,das,,,156
Erholung,die,,,156
Chip,der,,,156
Durchschnitt,der,,,156
Einbruch,der,,,156
Dolmetscher,der,,,156
Eintritt,der,,,156
Europäer,der,,,157
Germanistik,die,,,157
Geduld,die,,,157
Haustür,die,,,157
Fabrik,die,,,157
Gunst,die,,,157
Innenminister,der,,,157
General,der,,,157
Hypothese,die,,,157
Furcht,die,,,157
Handwerker,der,,,157
Gutachten,das,,,157
Gremium,das,,,157
Glied,das,,,157
Graf,der,,,157
Italiener,der,,,157
Islam,der,,,157
Gewehr,das,,,157
Getränk,das,,,157
Parkplatz,der,,,158
Konzeption,die,,,158
Kommentar,der,,,158
Magazin,das,,,158
Kasten,der,,,158
Menschenrecht,das,,,158
Maus,die,,,158
Mythos,der,,,158
Minderheit,die,,,158
Kassette,die,,,158
Mieter,der,,,158
Naturwissenschaft,die,,,158
Kreativität,die,,,158
Marktanteil,der,,,158
Ministerium,das,,,158
Militär,das,,,158
Regierungschef,der,,,159
Spezialist,der,,,159
Präparat,das,,,159
Übersicht,die,,,159
Stellvertreter,der,,,159
Ticket,das,,,159
Provinz,die,,,159
Rahmenbedingung,die,,,159
Scheidung,die,,,159
Schönheit,die,,,159
Partnerschaft,die,,,159
Periode,die,,,159
Tunnel,der,,,159
Subvention,die,,,159
Steigerung,die,,,159
Säule,die,,,159
Vorlesung,die,,,160
Uniform,die,,,160
Weiterbildung,die,,,160
Unrecht,das,,,160
Zielsetzung,die,,,160
Zucker,der,,,160
Volkswirtschaft,die,,,160
Block,der,,,161
Assistent,der,,,161
Apfel,der,,,161
Auswertung,die,,,161
Abkommen,das,,,161
Beschränkung,die,,,161
Absolvent,der,,,161
Abwehr,die,,,161
Arbeitskraft,die,,,161
Bar,die,,,161
Bekämpfung,die,,,161
Bedrohung,die,,,161
Fakt,der/das,,,162
Frequenz,die,,,162
Fachbereich,der,,,162
Frucht,die,,,162
Datum,das,,,162
Erzähler,der,,,162
Fassung,die,,,162
Flügel,der,,,162
Fachleute,die,,,162
Forum,das,,,162
Darlehen,das,,,162
Erhaltung,die,,,162
Missbrauch,der,,,163
Metall,das,,,163
Motivation,die,,,163
Gipfel,der,,,163
Indianer,der,,,163
Hörer,der,,,163
Linse,die,,,163
Jahreszeit,die,,,163
Gerechtigkeit,die,,,163
Großteil,der,,,163
Industrieland,das,,,163
Lücke,die,,,163
Jagd,die,,,163
Jacke,die,,,163
Lampe,die,,,163
Therapeut,der,,,164
Option,die,,,164
Respekt,der,,,164
Rose,die,,,164
Rucksack,der,,,164
Reichweite,die,,,164
Sozialdemokrat,der,,,164
Ordner,der,,,164
Tablette,die,,,164
Tageszeitung,die,,,164
Pistole,die,,,164
Reparatur,die,,,164
Physiker,der,,,164
Sänger,der,,,164
Ozean,der,,,164
Verknüpfung,die,,,165
Abfall,der,,,165
Zuwachs,der,,,165
Währung,die,,,165
Vorfeld,das,,,165
Akte,die,,,165
Umzug,der,,,165
Vorgänger,der,,,165
Weltmeister,der,,,165
Veranstalter,der,,,165
Wut,die,,,165
Zuordnung,die,,,165
Aufsichtsrat,der,,,166
Gemeinderat,der,,,166
Anleihe,die,,,166
Einblick,der,,,166
Arbeitszeit,die,,,166
Fahne,die,,,166
Erfassung,die,,,166
Feier,die,,,166
Beachtung,die,,,166
Araber,der,,,166
Diplom,das,,,166
Ausgangspunkt,der,,,166
Fassade,die,,,166
Frühling,der,,,166
Ausweis,der,,,166
Fakultät,die,,,166
Engel,der,,,166
Ausrichtung,die,,,166
Koch,der,,,167
Laune,die,,,167
Kerze,die,,,167
Nahrungsmittel,das,,,167
Landesregierung,die,,,167
Koralle,die,,,167
Krankenkasse,die,,,167
Gewebe,das,,,167
Prinz,der,,,167
Kommune,die,,,167
Jurist,der,,,167
Gruß,der,,,167
Niederländisch,das,,,167
Kunststoff,der,,,167
Philosoph,der,,,167
Riff,das,,,168
Schwein,das,,,168
Verbindlichkeit,die,,,168
Spruch,der,,,168
Stellungnahme,die,,,168
Relation,die,,,168
Profil,das,,,168
Schlange,die,,,168
Selbstständigkeit,die,,,168
Siedlung,die,,,168
Strahl,der,,,168
Strömung,die,,,168
Weib,das,,,169
Volumen,das,,,169
Bestandteil,der,,,169
Zuhörer,der,,,169
Vitamin,das,,,169
Zugriff,der,,,169
Ermittlung,die,,,169
